Image,Index,Name,Type 1,Type 2,Total,HP,Attack,Defense,SP. Atk.,SP. Def,Speed
images/777.png,646,Kyurem White Kyurem,Dragon,Ice,700,125,120,90,170,100,95
images/778.png,646,Kyurem Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95
images/779.png,647,Keldeo Ordinary Form,Water,Fighting,580,91,72,90,129,90,108
images/780.png,647,Keldeo Resolute Form,Water,Fighting,580,91,72,90,129,90,108
images/781.png,648,Meloetta Aria Forme,Normal,Psychic,600,100,77,77,128,128,90
images/782.png,648,Meloetta Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128
images/783.png,649,Genesect,Bug,Steel,600,71,120,95,120,95,99
images/784.png,650,Chespin,Grass,,313,56,61,65,48,45,38
images/785.png,651,Quilladin,Grass,,405,61,78,95,56,58,57
images/786.png,652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64
images/787.png,653,Fennekin,Fire,,307,40,45,40,62,60,60
images/788.png,654,Braixen,Fire,,409,59,59,58,90,70,73
images/789.png,655,Delphox,Fire,Psychic,534,75,69,72,114,100,104
images/790.png,656,Froakie,Water,,314,41,56,40,62,44,71
images/791.png,657,Frogadier,Water,,405,54,63,52,83,56,97
images/792.png,658,Greninja,Water,Dark,530,72,95,67,103,71,122
images/793.png,658,Greninja Ash-Greninja,Water,Dark,640,72,145,67,153,71,132
images/794.png,659,Bunnelby,Normal,,237,38,36,38,32,36,57
images/795.png,660,Diggersby,Normal,Ground,423,85,56,77,50,77,78
images/796.png,661,Fletchling,Normal,Flying,278,45,50,43,40,38,62
images/797.png,662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84
images/798.png,663,Talonflame,Fire,Flying,499,78,81,71,74,69,126
images/799.png,664,Scatterbug,Bug,,200,38,35,40,27,25,35
images/800.png,665,Spewpa,Bug,,213,45,22,60,27,30,29
images/801.png,666,Vivillon,Bug,Flying,411,80,52,50,90,50,89
images/802.png,667,Litleo,Fire,Normal,369,62,50,58,73,54,72
images/803.png,668,Pyroar,Fire,Normal,507,86,68,72,109,66,106
images/804.png,669,Flabébé,Fairy,,303,44,38,39,61,79,42
images/805.png,670,Floette,Fairy,,371,54,45,47,75,98,52
images/806.png,671,Florges,Fairy,,552,78,65,68,112,154,75
images/807.png,672,Skiddo,Grass,,350,66,65,48,62,57,52
images/808.png,673,Gogoat,Grass,,531,123,100,62,97,81,68
images/809.png,674,Pancham,Fighting,,348,67,82,62,46,48,43
images/810.png,675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58
images/811.png,676,Furfrou,Normal,,472,75,80,60,65,90,102
images/812.png,677,Espurr,Psychic,,355,62,48,54,63,60,68
images/813.png,678,Meowstic Male,Psychic,,466,74,48,76,83,81,104
images/814.png,678,Meowstic Female,Psychic,,466,74,48,76,83,81,104
images/815.png,679,Honedge,Steel,Ghost,325,45,80,100,35,37,28
images/816.png,680,Doublade,Steel,Ghost,448,59,110,150,45,49,35
images/817.png,681,Aegislash Shield Forme,Steel,Ghost,500,60,50,140,50,140,60
images/818.png,681,Aegislash Blade Forme,Steel,Ghost,500,60,140,50,140,50,60
images/819.png,682,Spritzee,Fairy,,341,78,52,60,63,65,23
images/820.png,683,Aromatisse,Fairy,,462,101,72,72,99,89,29
images/821.png,684,Swirlix,Fairy,,341,62,48,66,59,57,49
images/822.png,685,Slurpuff,Fairy,,480,82,80,86,85,75,72
images/823.png,686,Inkay,Dark,Psychic,288,53,54,53,37,46,45
images/824.png,687,Malamar,Dark,Psychic,482,86,92,88,68,75,73
images/825.png,688,Binacle,Rock,Water,306,42,52,67,39,56,50
images/826.png,689,Barbaracle,Rock,Water,500,72,105,115,54,86,68
images/827.png,690,Skrelp,Poison,Water,320,50,60,60,60,60,30
images/828.png,691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44
images/829.png,692,Clauncher,Water,,330,50,53,62,58,63,44
images/830.png,693,Clawitzer,Water,,500,71,73,88,120,89,59
images/831.png,694,Helioptile,Electric,Normal,289,44,38,33,61,43,70
images/832.png,695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109
images/833.png,696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48
images/834.png,697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71
images/835.png,698,Amaura,Rock,Ice,362,77,59,50,67,63,46
images/836.png,699,Aurorus,Rock,Ice,521,123,77,72,99,92,58
images/837.png,700,Sylveon,Fairy,,525,95,65,65,110,130,60
images/838.png,701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118
images/839.png,702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101
images/840.png,703,Carbink,Rock,Fairy,500,50,50,150,50,150,50
images/841.png,704,Goomy,Dragon,,300,45,50,35,55,75,40
images/842.png,705,Sliggoo,Dragon,,452,68,75,53,83,113,60
images/843.png,705,Sliggoo Hisuian Sliggoo,Steel,Dragon,452,58,75,83,83,113,40
images/844.png,706,Goodra,Dragon,,600,90,100,70,110,150,80
images/845.png,706,Goodra Hisuian Goodra,Steel,Dragon,600,80,100,100,110,150,60
images/846.png,707,Klefki,Steel,Fairy,470,57,80,91,80,87,75
images/847.png,708,Phantump,Ghost,Grass,309,43,70,48,50,60,38
images/848.png,709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56
images/849.png,710,Pumpkaboo Average Size,Ghost,Grass,335,49,66,70,44,55,51
images/850.png,710,Pumpkaboo Small Size,Ghost,Grass,335,44,66,70,44,55,56
images/851.png,710,Pumpkaboo Large Size,Ghost,Grass,335,54,66,70,44,55,46
images/852.png,710,Pumpkaboo Super Size,Ghost,Grass,335,59,66,70,44,55,41
images/853.png,711,Gourgeist Average Size,Ghost,Grass,494,65,90,122,58,75,84
images/854.png,711,Gourgeist Small Size,Ghost,Grass,494,55,85,122,58,75,99
images/855.png,711,Gourgeist Large Size,Ghost,Grass,494,75,95,122,58,75,69
images/856.png,711,Gourgeist Super Size,Ghost,Grass,494,85,100,122,58,75,54
images/857.png,712,Bergmite,Ice,,304,55,69,85,32,35,28
images/858.png,713,Avalugg,Ice,,514,95,117,184,44,46,28
images/859.png,713,Avalugg Hisuian Avalugg,Ice,Rock,514,95,127,184,34,36,38
images/860.png,714,Noibat,Flying,Dragon,245,40,30,35,45,40,55
images/861.png,715,Noivern,Flying,Dragon,535,85,70,80,97,80,123
images/862.png,716,Xerneas,Fairy,,680,126,131,95,131,98,99
images/863.png,717,Yveltal,Dark,Flying,680,126,131,95,131,98,99
images/864.png,718,Zygarde 50% Forme,Dragon,Ground,600,108,100,121,81,95,95
images/865.png,718,Zygarde 10% Forme,Dragon,Ground,486,54,100,71,61,85,115
images/866.png,718,Zygarde Complete Forme,Dragon,Ground,708,216,100,121,91,95,85
images/867.png,719,Diancie,Rock,Fairy,600,50,100,150,100,150,50
images/868.png,719,Diancie Mega Diancie,Rock,Fairy,700,50,160,110,160,110,110
images/869.png,720,Hoopa Hoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70
images/870.png,720,Hoopa Hoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80
images/871.png,721,Volcanion,Fire,Water,600,80,110,120,130,90,70
images/872.png,722,Rowlet,Grass,Flying,320,68,55,55,50,50,42
images/873.png,723,Dartrix,Grass,Flying,420,78,75,75,70,70,52
images/874.png,724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70
images/875.png,724,Decidueye Hisuian Decidueye,Grass,Fighting,530,88,112,80,95,95,60
images/876.png,725,Litten,Fire,,320,45,65,40,60,40,70
images/877.png,726,Torracat,Fire,,420,65,85,50,80,50,90
images/878.png,727,Incineroar,Fire,Dark,530,95,115,90,80,90,60
images/879.png,728,Popplio,Water,,320,50,54,54,66,56,40
images/880.png,729,Brionne,Water,,420,60,69,69,91,81,50
images/881.png,730,Primarina,Water,Fairy,530,80,74,74,126,116,60
images/882.png,731,Pikipek,Normal,Flying,265,35,75,30,30,30,65
images/883.png,732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75
images/884.png,733,Toucannon,Normal,Flying,485,80,120,75,75,75,60
images/885.png,734,Yungoos,Normal,,253,48,70,30,30,30,45
images/886.png,735,Gumshoos,Normal,,418,88,110,60,55,60,45
images/887.png,736,Grubbin,Bug,,300,47,62,45,55,45,46
images/888.png,737,Charjabug,Bug,Electric,400,57,82,95,55,75,36
images/889.png,738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43
images/890.png,739,Crabrawler,Fighting,,338,47,82,57,42,47,63
images/891.png,740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43
images/892.png,741,Oricorio Baile Style,Fire,Flying,476,75,70,70,98,70,93
images/893.png,741,Oricorio Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93
images/894.png,741,Oricorio Pa'u Style,Psychic,Flying,476,75,70,70,98,70,93
images/895.png,741,Oricorio Sensu Style,Ghost,Flying,476,75,70,70,98,70,93
images/896.png,742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84
images/897.png,743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124
images/898.png,744,Rockruff,Rock,,280,45,65,40,30,40,60
images/899.png,744,Rockruff Own Tempo Rockruff,Rock,,280,45,65,40,30,40,60
images/900.png,745,Lycanroc Midday Form,Rock,,487,75,115,65,55,65,112
images/901.png,745,Lycanroc Midnight Form,Rock,,487,85,115,75,55,75,82
images/902.png,745,Lycanroc Dusk Form,Rock,,487,75,117,65,55,65,110
images/903.png,746,Wishiwashi Solo Form,Water,,175,45,20,20,25,25,40
images/904.png,746,Wishiwashi School Form,Water,,620,45,140,130,140,135,30
images/905.png,747,Mareanie,Poison,Water,305,50,53,62,43,52,45
images/906.png,748,Toxapex,Poison,Water,495,50,63,152,53,142,35
images/907.png,749,Mudbray,Ground,,385,70,100,70,45,55,45
images/908.png,750,Mudsdale,Ground,,500,100,125,100,55,85,35
images/909.png,751,Dewpider,Water,Bug,269,38,40,52,40,72,27
images/910.png,752,Araquanid,Water,Bug,454,68,70,92,50,132,42
images/911.png,753,Fomantis,Grass,,250,40,55,35,50,35,35
images/912.png,754,Lurantis,Grass,,480,70,105,90,80,90,45
images/913.png,755,Morelull,Grass,Fairy,285,40,35,55,65,75,15
images/914.png,756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30
images/915.png,757,Salandit,Poison,Fire,320,48,44,40,71,40,77
images/916.png,758,Salazzle,Poison,Fire,480,68,64,60,111,60,117
images/917.png,759,Stufful,Normal,Fighting,340,70,75,50,45,50,50
images/918.png,760,Bewear,Normal,Fighting,500,120,125,80,55,60,60
images/919.png,761,Bounsweet,Grass,,210,42,30,38,30,38,32
images/920.png,762,Steenee,Grass,,290,52,40,48,40,48,62
images/921.png,763,Tsareena,Grass,,510,72,120,98,50,98,72
images/922.png,764,Comfey,Fairy,,485,51,52,90,82,110,100
images/923.png,765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60
images/924.png,766,Passimian,Fighting,,490,100,120,90,40,60,80
images/925.png,767,Wimpod,Bug,Water,230,25,35,40,20,30,80
images/926.png,768,Golisopod,Bug,Water,530,75,125,140,60,90,40
images/927.png,769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15
images/928.png,770,Palossand,Ghost,Ground,480,85,75,110,100,75,35
images/929.png,771,Pyukumuku,Water,,410,55,60,130,30,130,5
images/930.png,772,Type: Null,Normal,,534,95,95,95,95,95,59
images/931.png,773,Silvally,Normal,,570,95,95,95,95,95,95
images/932.png,774,Minior Meteor Form,Rock,Flying,440,60,60,100,60,100,60
images/933.png,774,Minior Core Form,Rock,Flying,500,60,100,60,100,60,120
images/934.png,775,Komala,Normal,,480,65,115,65,75,95,65
images/935.png,776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36
images/936.png,777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96
images/937.png,778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96
images/938.png,779,Bruxish,Water,Psychic,475,68,105,70,70,70,92
images/939.png,780,Drampa,Normal,Dragon,485,78,60,85,135,91,36
images/940.png,781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40
images/941.png,782,Jangmo-o,Dragon,,300,45,55,65,45,45,45
images/942.png,783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65
images/943.png,784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85
images/944.png,785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130
images/945.png,786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95
images/946.png,787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75
images/947.png,788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85
images/948.png,789,Cosmog,Psychic,,200,43,29,31,29,31,37
images/949.png,790,Cosmoem,Psychic,,400,43,29,131,29,131,37
images/950.png,791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97
images/951.png,792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97
images/952.png,793,Nihilego,Rock,Poison,570,109,53,47,127,131,103
images/953.png,794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79
images/954.png,795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151
images/955.png,796,Xurkitree,Electric,,570,83,89,71,173,71,83
images/956.png,797,Celesteela,Steel,Flying,570,97,101,103,107,101,61
images/957.png,798,Kartana,Grass,Steel,570,59,181,131,59,31,109
images/958.png,799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43
images/959.png,800,Necrozma,Psychic,,600,97,107,101,127,89,79
images/960.png,800,Necrozma Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77
images/961.png,800,Necrozma Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77
images/962.png,800,Necrozma Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129
images/963.png,801,Magearna,Steel,Fairy,600,80,95,115,130,115,65
images/964.png,802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125
images/965.png,803,Poipole,Poison,,420,67,73,67,73,67,73
images/966.png,804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121
images/967.png,805,Stakataka,Rock,Steel,570,61,131,211,53,101,13
images/968.png,806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107
images/969.png,807,Zeraora,Electric,,600,88,112,75,102,80,143
images/970.png,808,Meltan,Steel,,300,46,65,65,55,35,34
images/971.png,809,Melmetal,Steel,,600,135,143,143,80,65,34
images/972.png,810,Grookey,Grass,,310,50,65,50,40,40,65
images/973.png,811,Thwackey,Grass,,420,70,85,70,55,60,80
images/974.png,812,Rillaboom,Grass,,530,100,125,90,60,70,85
images/975.png,813,Scorbunny,Fire,,310,50,71,40,40,40,69
images/976.png,814,Raboot,Fire,,420,65,86,60,55,60,94
images/977.png,815,Cinderace,Fire,,530,80,116,75,65,75,119
images/978.png,816,Sobble,Water,,310,50,40,40,70,40,70
images/979.png,817,Drizzile,Water,,420,65,60,55,95,55,90
images/980.png,818,Inteleon,Water,,530,70,85,65,125,65,120
images/981.png,819,Skwovet,Normal,,275,70,55,55,35,35,25
images/982.png,820,Greedent,Normal,,460,120,95,95,55,75,20
images/983.png,821,Rookidee,Flying,,245,38,47,35,33,35,57
images/984.png,822,Corvisquire,Flying,,365,68,67,55,43,55,77
images/985.png,823,Corviknight,Flying,Steel,495,98,87,105,53,85,67
images/986.png,824,Blipbug,Bug,,180,25,20,20,25,45,45
images/987.png,825,Dottler,Bug,Psychic,335,50,35,80,50,90,30
images/988.png,826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90
images/989.png,827,Nickit,Dark,,245,40,28,28,47,52,50
images/990.png,828,Thievul,Dark,,455,70,58,58,87,92,90
images/991.png,829,Gossifleur,Grass,,250,40,40,60,40,60,10
images/992.png,830,Eldegoss,Grass,,460,60,50,90,80,120,60
images/993.png,831,Wooloo,Normal,,270,42,40,55,40,45,48
images/994.png,832,Dubwool,Normal,,490,72,80,100,60,90,88
images/995.png,833,Chewtle,Water,,284,50,64,50,38,38,44
images/996.png,834,Drednaw,Water,Rock,485,90,115,90,48,68,74
images/997.png,835,Yamper,Electric,,270,59,45,50,40,50,26
images/998.png,836,Boltund,Electric,,490,69,90,60,90,60,121
images/999.png,837,Rolycoly,Rock,,240,30,40,50,40,50,30
images/1000.png,838,Carkol,Rock,Fire,410,80,60,90,60,70,50
images/1001.png,839,Coalossal,Rock,Fire,510,110,80,120,80,90,30
images/1002.png,840,Applin,Grass,Dragon,260,40,40,80,40,40,20
images/1003.png,841,Flapple,Grass,Dragon,485,70,110,80,95,60,70
images/1004.png,842,Appletun,Grass,Dragon,485,110,85,80,100,80,30
images/1005.png,843,Silicobra,Ground,,315,52,57,75,35,50,46
images/1006.png,844,Sandaconda,Ground,,510,72,107,125,65,70,71
images/1007.png,845,Cramorant,Flying,Water,475,70,85,55,85,95,85
images/1008.png,846,Arrokuda,Water,,280,41,63,40,40,30,66
images/1009.png,847,Barraskewda,Water,,490,61,123,60,60,50,136
images/1010.png,848,Toxel,Electric,Poison,242,40,38,35,54,35,40
images/1011.png,849,Toxtricity Amped Form,Electric,Poison,502,75,98,70,114,70,75
images/1012.png,849,Toxtricity Low Key Form,Electric,Poison,502,75,98,70,114,70,75
images/1013.png,850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45
images/1014.png,851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65
images/1015.png,852,Clobbopus,Fighting,,310,50,68,60,50,50,32
images/1016.png,853,Grapploct,Fighting,,480,80,118,90,70,80,42
images/1017.png,854,Sinistea,Ghost,,308,40,45,45,74,54,50
images/1018.png,855,Polteageist,Ghost,,508,60,65,65,134,114,70
images/1019.png,856,Hatenna,Psychic,,265,42,30,45,56,53,39
images/1020.png,857,Hattrem,Psychic,,370,57,40,65,86,73,49
images/1021.png,858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29
images/1022.png,859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50
images/1023.png,860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70
images/1024.png,861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60
images/1025.png,862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95
images/1026.png,863,Perrserker,Steel,,440,70,110,100,50,60,50
images/1027.png,864,Cursola,Ghost,,510,60,95,50,145,130,30
images/1028.png,865,Sirfetch'd,Fighting,,507,62,135,95,68,82,65
images/1029.png,866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70
images/1030.png,867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30
images/1031.png,868,Milcery,Fairy,,270,45,40,40,50,61,34
images/1032.png,869,Alcremie,Fairy,,495,65,60,75,110,121,64
images/1033.png,870,Falinks,Fighting,,470,65,100,100,70,60,75
images/1034.png,871,Pincurchin,Electric,,435,48,101,95,91,85,15
images/1035.png,872,Snom,Ice,Bug,185,30,25,35,45,30,20
images/1036.png,873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65
images/1037.png,874,Stonjourner,Rock,,470,100,125,135,20,20,70
images/1038.png,875,Eiscue Ice Face,Ice,,470,75,80,110,65,90,50
images/1039.png,875,Eiscue Noice Face,Ice,,470,75,80,70,65,50,130
images/1040.png,876,Indeedee Male,Psychic,Normal,475,60,65,55,105,95,95
images/1041.png,876,Indeedee Female,Psychic,Normal,475,70,55,65,95,105,85
images/1042.png,877,Morpeko Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97
images/1043.png,877,Morpeko Hangry Mode,Electric,Dark,436,58,95,58,70,58,97
images/1044.png,878,Cufant,Steel,,330,72,80,49,40,49,40
images/1045.png,879,Copperajah,Steel,,500,122,130,69,80,69,30
images/1046.png,880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75
images/1047.png,881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55
images/1048.png,882,Dracovish,Water,Dragon,505,90,90,100,70,80,75
images/1049.png,883,Arctovish,Water,Ice,505,90,90,100,80,90,55
images/1050.png,884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85
images/1051.png,885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82
images/1052.png,886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102
images/1053.png,887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142
images/1054.png,888,Zacian Hero of Many Battles,Fairy,,660,92,120,115,80,115,138
images/1055.png,888,Zacian Crowned Sword,Fairy,Steel,700,92,150,115,80,115,148
images/1056.png,889,Zamazenta Hero of Many Battles,Fighting,,660,92,120,115,80,115,138
images/1057.png,889,Zamazenta Crowned Shield,Fighting,Steel,700,92,120,140,80,140,128
images/1058.png,890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130
images/1059.png,890,Eternatus Eternamax,Poison,Dragon,1125,255,115,250,125,250,130
images/1060.png,891,Kubfu,Fighting,,385,60,90,60,53,50,72
images/1061.png,892,Urshifu Single Strike Style,Fighting,Dark,550,100,130,100,63,60,97
images/1062.png,892,Urshifu Rapid Strike Style,Fighting,Water,550,100,130,100,63,60,97
images/1063.png,893,Zarude,Dark,Grass,600,105,120,105,70,95,105
images/1064.png,894,Regieleki,Electric,,580,80,100,50,100,50,200
images/1065.png,895,Regidrago,Dragon,,580,200,100,50,100,50,80
images/1066.png,896,Glastrier,Ice,,580,100,145,130,65,110,30
images/1067.png,897,Spectrier,Ghost,,580,100,65,60,145,80,130
images/1068.png,898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80
images/1069.png,898,Calyrex Ice Rider,Psychic,Ice,680,100,165,150,85,130,50
images/1070.png,898,Calyrex Shadow Rider,Psychic,Ghost,680,100,85,80,165,100,150
images/1071.png,899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65
images/1072.png,900,Kleavor,Bug,Rock,500,70,135,95,45,70,85
images/1073.png,901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50
images/1074.png,901,Ursaluna Bloodmoon,Ground,Normal,555,113,70,120,135,65,52
images/1075.png,902,Basculegion Male,Water,Ghost,530,120,112,65,80,75,78
images/1076.png,902,Basculegion Female,Water,Ghost,530,120,92,65,100,75,78
images/1077.png,903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120
images/1078.png,904,Overqwil,Dark,Poison,510,85,115,95,65,65,85
images/1079.png,905,Enamorus Incarnate Forme,Fairy,Flying,580,74,115,70,135,80,106
images/1080.png,905,Enamorus Therian Forme,Fairy,Flying,580,74,115,110,135,100,46
images/1081.png,906,Sprigatito,Grass,,310,40,61,54,45,45,65
images/1082.png,907,Floragato,Grass,,410,61,80,63,60,63,83
images/1083.png,908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123
images/1084.png,909,Fuecoco,Fire,,310,67,45,59,63,40,36
images/1085.png,910,Crocalor,Fire,,411,81,55,78,90,58,49
images/1086.png,911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66
images/1087.png,912,Quaxly,Water,,310,55,65,45,50,45,50
images/1088.png,913,Quaxwell,Water,,410,70,85,65,65,60,65
images/1089.png,914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85
images/1090.png,915,Lechonk,Normal,,254,54,45,40,35,45,35
images/1091.png,916,Oinkologne Male,Normal,,489,110,100,75,59,80,65
images/1092.png,916,Oinkologne Female,Normal,,489,115,90,70,59,90,65
images/1093.png,917,Tarountula,Bug,,210,35,41,45,29,40,20
images/1094.png,918,Spidops,Bug,,404,60,79,92,52,86,35
images/1095.png,919,Nymble,Bug,,210,33,46,40,21,25,45
images/1096.png,920,Lokix,Bug,Dark,450,71,102,78,52,55,92
images/1097.png,921,Pawmi,Electric,,240,45,50,20,40,25,60
images/1098.png,922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85
images/1099.png,923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105
images/1100.png,924,Tandemaus,Normal,,305,50,50,45,40,45,75
images/1101.png,925,Maushold Family of Four,Normal,,470,74,75,70,65,75,111
images/1102.png,925,Maushold Family of Three,Normal,,470,74,75,70,65,75,111
images/1103.png,926,Fidough,Fairy,,312,37,55,70,30,55,65
images/1104.png,927,Dachsbun,Fairy,,477,57,80,115,50,80,95
images/1105.png,928,Smoliv,Grass,Normal,260,41,35,45,58,51,30
images/1106.png,929,Dolliv,Grass,Normal,354,52,53,60,78,78,33
images/1107.png,930,Arboliva,Grass,Normal,510,78,69,90,125,109,39
images/1108.png,931,Squawkabilly Green Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1109.png,931,Squawkabilly Blue Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1110.png,931,Squawkabilly Yellow Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1111.png,931,Squawkabilly White Plumage,Normal,Flying,417,82,96,51,45,51,92
images/1112.png,932,Nacli,Rock,,280,55,55,75,35,35,25
images/1113.png,933,Naclstack,Rock,,355,60,60,100,35,65,35
images/1114.png,934,Garganacl,Rock,,500,100,100,130,45,90,35
images/1115.png,935,Charcadet,Fire,,255,40,50,40,50,40,35
images/1116.png,936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75
images/1117.png,937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85
images/1118.png,938,Tadbulb,Electric,,272,61,31,41,59,35,45
images/1119.png,939,Bellibolt,Electric,,495,109,64,91,103,83,45
images/1120.png,940,Wattrel,Electric,Flying,280,40,40,35,55,40,70
images/1121.png,941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125
images/1122.png,942,Maschiff,Dark,,340,60,78,60,40,51,51
images/1123.png,943,Mabosstiff,Dark,,505,80,120,90,60,70,85
images/1124.png,944,Shroodle,Poison,Normal,290,40,65,35,40,35,75
images/1125.png,945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110
images/1126.png,946,Bramblin,Grass,Ghost,275,40,65,30,45,35,60
images/1127.png,947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90
images/1128.png,948,Toedscool,Ground,Grass,335,40,40,35,50,100,70
images/1129.png,949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100
images/1130.png,950,Klawf,Rock,,450,70,100,115,35,55,75
images/1131.png,951,Capsakid,Grass,,304,50,62,40,62,40,50
images/1132.png,952,Scovillain,Grass,Fire,486,65,108,65,108,65,75
images/1133.png,953,Rellor,Bug,,270,41,50,60,31,58,30
images/1134.png,954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45
images/1135.png,955,Flittle,Psychic,,255,30,35,30,55,30,75
images/1136.png,956,Espathra,Psychic,,481,95,60,60,101,60,105
images/1137.png,957,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58
images/1138.png,958,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78
images/1139.png,959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94
images/1140.png,960,Wiglett,Water,,245,10,55,25,35,25,95
images/1141.png,961,Wugtrio,Water,,425,35,100,50,50,70,120
images/1142.png,962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82
images/1143.png,963,Finizen,Water,,315,70,45,40,45,40,75
images/1144.png,964,Palafin Zero Form,Water,,457,100,70,72,53,62,100
images/1145.png,964,Palafin Hero Form,Water,,650,100,160,97,106,87,100
images/1146.png,965,Varoom,Steel,Poison,300,45,70,63,30,45,47
images/1147.png,966,Revavroom,Steel,Poison,500,80,119,90,54,67,90
images/1148.png,967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121
images/1149.png,968,Orthworm,Steel,,480,70,85,145,60,55,65
images/1150.png,969,Glimmet,Rock,Poison,350,48,35,42,105,60,60
images/1151.png,970,Glimmora,Rock,Poison,525,83,55,90,130,81,86
images/1152.png,971,Greavard,Ghost,,290,50,61,60,30,55,34
images/1153.png,972,Houndstone,Ghost,,488,72,101,100,50,97,68
images/1154.png,973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90
